,CASRN,smiles,LogLD
838,1147-62-2,CCCC(C(=O)C1=CC=C(C=C1)C)N2CCCC2.Cl,2.792391689
839,114833-91-9,C1=CN(N=C1)C2=CC(=NC=N2)N3C=CC=N3,3.477121255
840,114834-06-9,COC1=NC=NC(=C1)N2C=CN=C2,2.602059991
841,115-02-6,C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-],2.230448921
842,115-17-3,C(=O)C(Br)(Br)Br,2
843,115-19-5,CC(C)(C#C)O,3.226599905
844,115-26-4,CN(C)P(=O)(N(C)C)F,0.124938736
845,115-29-7,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,4.157990368
846,115-33-3,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,3.278753601
847,115-37-7,CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC,2.056904851
848,115-69-5,CC(CO)(CO)N,4.230448921
849,115-70-8,CCC(CO)(CO)N,3.698970004
850,115-78-6,CCCC[P+](CCCC)(CCCC)CC1=C(C=C(C=C1)Cl)Cl.[Cl-],2.250420002
851,115-79-7,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-],1.267171728
852,115-86-6,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,3.935507266
853,115-90-2,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C,0.425968732
854,115-96-8,C(CCl)OP(=O)(OCCCl)OCCCl,2.935363293
855,115-98-0,C=CP(=O)(OCCCl)OCCCl,2.995635195
856,1154-59-2,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,2.385606274
857,1156-19-0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,3.698970004
858,115767-74-3,CC/C(=C(/C1=CC=C(C=C1)OCCN(C)C)\C2=CC=C(C=C2)OP(=O)(O)O)/C3=CC=C(C=C3)C(C)C,2.894869657
859,115895-09-5,CCCCCCCCCCCCCCCCOC(=O)OC1=C(C=C(C=C1Cl)C(=O)OCC)Cl,3.698970004
860,115960-14-0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=C3)OCCO)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,3.698970004
861,116-02-9,CC1CC(CC(C1)(C)C)O,3.511883361
862,116-06-3,CC(C)(/C=N/OC(=O)NC)SC,1.088136089
863,116-16-5,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.012837225
864,116-29-0,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,3.941585962
865,116-66-5,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],3.698970004
866,116-75-6,CC1=CC(=C(C(=C1)C)NC2=C3C(=C(C=C2)NC4=C(C=C(C=C4C)C)C)C(=O)C5=CC=CC=C5C3=O)C,3.698970004
867,1162-65-8,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,0.681241237
868,116255-48-2,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,3.21005085
869,116287-13-9,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F.Cl,2.720159303
870,116288-88-1,CC1=CC2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3,2.408239965
871,1163-36-6,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,3.290034611
872,116337-58-7,C1C(=O)NC2=C(O1)C=C(C=C2)C(=O)C3=CC=CC=C3,3.301029996
873,116337-60-1,CC1(C(=O)NC2=C(O1)C=C(C=C2)C(=O)C3=CC=CC=C3)C,3.301029996
874,116337-62-3,CC1(C(=O)N(C2=C(O1)C=C(C=C2)C(=O)C3=CC=CC=C3)C)C,3.301029996
875,116337-63-4,C1C(=O)NC2=C(O1)C=C(C=C2)C(=O)C3=CC=C(C=C3)Cl,3.301029996
876,116337-65-6,CC1(C(=O)NC2=C(O1)C=C(C=C2)C(=O)C3=CC=C(C=C3)Cl)C,3.301029996
877,116337-68-9,CC1(C(=O)N(C2=C(O1)C=C(C=C2)C(=O)C3=CC=C(C=C3)Cl)C)C,3.301029996
878,116337-71-4,CC(=O)C1=CC2=C(C=C1)N(C(=O)CO2)C,3.301029996
879,116337-72-5,CCCC(=O)C1=CC2=C(C=C1)NC(=O)C(O2)(C)C,3.301029996
880,116337-75-8,CCCC(=O)C1=CC2=C(C=C1)N(C(=O)C(O2)(C)C)C,3.301029996
881,1164-92-7,CC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C,3.301029996
882,116476-14-3,CN1C2=CC=CC=C2S[C@@H](C1=O)C3=C(C=CC(=C3)OC)OCCCN(C)CCOC4=CC5=C(C=C4)OCO5.C(=C/C(=O)O)\C(=O)O,2.31386722
883,1165-48-6,CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C3=CC=CC=C3,1.602059991
884,116666-63-8,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,2.903089987
885,1169-26-2,C1CCCN(CC1)CCC2(CCCCC2=O)C(=O)OCC3=CC=CC=C3.Cl,2.653212514
886,116970-50-4,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN.Cl,3
887,116979-29-4,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=NN(C=C5)C,2.602059991
888,116979-30-7,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=CC=NO5,2.602059991
889,116979-31-8,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=NOC=C5,2.602059991
890,116979-33-0,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=CC=NN5C6=CC=CC=C6,2.602059991
891,116979-34-1,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=NN(C=C5)C6=CC=CC=C6,2.602059991
892,117-08-8,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,4.198657087
893,117-26-0,CCC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-],2.528273777
894,117-27-1,CC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-],2.875061263
895,117-34-0,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O,3.743509765
896,117-52-2,CC(=O)CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)O,1.397940009
897,117-55-5,C1=CC2=C(C=CC(=C2C(=C1)S(=O)(=O)O)N)S(=O)(=O)O,4.748188027
898,117-62-4,C1=CC2=C(C=CC(=C2S(=O)(=O)O)N)C(=C1)S(=O)(=O)O,3.73479983
899,117-79-3,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,3.505149978
900,117-80-6,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,2.86332286
901,117-81-7,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,4.397940009
902,117-82-8,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,3.643452676
903,117-84-0,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,4.701999475
904,117337-19-6,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,3.698970004
905,117378-04-8,CCOC(=O)C1=C(N(N=C1)C2=CC=CC(=C2)C)S(=O)(=O)C,2.698970004
906,1174-83-0,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)OP(=S)(OC)OC,3.301029996
907,117428-22-5,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,3.477121255
908,1174627-68-9,CC(CCC(=O)N(C)C)C(=O)OC,3.301029996
909,117467-28-4,CC1=C(SC=N1)/C=C\C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,3.707570176
910,117568-24-8,CC(=O)OC1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,2.540329475
911,1176-08-5,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.16790781
912,117617-70-6,CCCCCCCCOP(=O)(O)OCCC(Cl)Cl,4.012837225
913,117666-82-7,CCOC(=S)/C=C/C1=CC=C(C=C1)Cl,2.977723605
914,117666-83-8,CCOC(=S)/C=C/C1=CC=C(C=C1)OC,2.968482949
915,117666-84-9,CCOC(=S)/C=C/C1=CC(=C(C=C1)OC)OC,2.991226076
916,117666-86-1,CCOC(=S)/C=C/C1=CC(=C(C(=C1)OC)OC)OC,3.002166062
917,117666-88-3,CCOC(=S)/C=C/C1=CC=C(C=C1)[N+](=O)[O-],2.986771734
918,117666-91-8,CCCOC1=C(C(=C(C=C1)C(=O)S)CC)OC,2.985426474
919,117683-18-8,CCCOC1=C(C=C(C=C1)/C=C/C(=S)OCC)OC,3.004321374
920,117774-38-6,CC1([C@@H](N2C(S1)[C@@H](C2=O)N[C@@H](C3=CC=C(C=C3)O)C(=O)NC(=O)[C@@H](CC(=O)N)NC)C(=O)O)C.O.O.O.O,3.903089987
921,1178-29-6,CO[C@H]1C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)NC5=C4C=CC(=C5)OC.Cl,2.260071388
922,117827-06-2,CCCCCCCCCCCCCCCC(=O)NC1=CC(=C(C(=C1O)Cl)CC)Cl,3.698970004
923,117900-35-3,C(C(=O)NC(=O)CI)I,2.812913357
924,118-28-5,CCOC1=C(C2=C(C=C1)C=C(C=C2)S(=O)(=O)O)N,4.079181246
925,118-33-2,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)S(=O)(=O)O,3.301029996
926,118-52-5,CC1(C(=O)N(C(=O)N1Cl)Cl)C,2.692846919
927,118-55-8,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,3.477121255
928,118-56-9,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,3.698970004
929,118-58-1,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,3.347720217
930,118-68-3,CCC(CC1=CNC2=CC=CC=C21)N.CC(=O)O,1.69019608
931,118-71-8,CC1=C(C(=O)C=CO1)O,3.149219113
932,118-74-1,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,4.251232527
933,118-79-6,C1=C(C=C(C(=C1Br)O)Br)Br,3.451581773
934,118-82-1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,4.113943352
935,118-83-2,C1=CC(=C(C=C1Cl)C(F)(F)F)[N+](=O)[O-],2.743509765
936,118134-30-8,CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,3.051384084
937,118314-35-5,C1CCC(CC1)CCC2=NN3C(=O)C4=NNN=C4N=C3S2,3.698970004
938,1184-64-1,C(=O)([O-])[O-].[Cu+2],3.301029996
939,1185-55-3,CO[Si](C)(OC)OC,3.977723605
940,118562-73-5,CC(CO)C1CCCCCCCCCCC1,4
941,1186-09-0,CCOP(=O)(OCC)SCC,1.431363764
942,1187-46-8,CCOC(=O)C(C#N)Br,2.62324929
943,1187-74-2,CCOC(=O)CC(CC(=O)C)C(=O)OCC,3.301029996
944,118754-12-4,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,3.079181246
945,118754-14-6,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,2.865103975
946,119-06-2,CCCCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCCCC,3.301029996
947,119-07-3,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,4.653212514
948,119-15-3,C1=CC(=CC=C1NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])O,4.193402903
949,119-17-5,CC1=NN(C(=O)C1)C2=CC(=CC=C2)S(=O)(=O)O,3.301029996
950,119-32-4,CC1=C(C=C(C=C1)N)[N+](=O)[O-],3.836324116
951,119-33-5,CC1=CC(=C(C=C1)O)[N+](=O)[O-],3.526339277
952,119-34-6,C1=CC(=C(C=C1N)[N+](=O)[O-])O,3.377488383
953,119-36-8,COC(=O)C1=CC=CC=C1O,3.26799259
954,119-38-0,CC1=NN(C(=C1)OC(=O)N(C)C)C(C)C,3.732827837
955,119-41-5,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3,3.698970004
956,119-48-2,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,2.431363764
957,119-51-7,C/C(=N\O)/C(=O)C1=CC=CC=C1,3.627365857
958,119-53-9,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,4
959,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3.774516966
960,119-72-2,C1=CC(=C(C=C1N)S(=O)(=O)O)/C=C/C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)O,4.152288344
961,119-84-6,C1CC(=O)OC2=CC=CC=C21,3.164352856
962,119-89-1,CCCCCCC1=CC(=O)CC(C1)C2=CC3=C(C=C2)OCO3,3.716003344
963,119-90-4,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,3.283301229
964,1190-76-7,C/C=C\C#N,2.222716471
965,119006-77-8,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4,2.907411361
966,1191-16-8,CC(=CCOC(=O)C)C,3.462397998
967,1192-22-9,CCC1C(O1)(C)C,3.544068044
968,1193-21-1,C1=C(N=CN=C1Cl)Cl,2.301029996
969,1193-24-4,C1=C(N=CNC1=O)O,3.301029996
970,1193-81-3,CC(C1CCCCC1)O,3.322219295
971,119302-20-4,C[C@]12CC[C@@H]3[C@H]([C@H]1C[C@@H]([C@@H]2O)N4CCCC4)CC[C@@H]5[C@@]3(C[C@@H]([C@H](C5)O)N6CCOCC6)C.C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)N4CCCC4)CC[C@@H]5[C@@]3(C[C@@H]([C@H](C5)O)N6CCOCC6)C,3.041392685
972,119302-24-8,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)N6CCCC6,3.301029996
973,1194-65-6,C1=CC(=C(C(=C1)Cl)C#N)Cl,3.432969291
974,119446-68-3,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,3.427128919
975,119462-56-5,CC1=CC(=O)N(C1=O)CC2=CC(=CC=C2)CN3C(=O)C=C(C3=O)C,3.301029996
976,119615-63-3,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,3.892317261
977,119637-67-1,CCOC(=O)CC(=O)N1CCSC1COC2=CC=CC=C2OC,3.602059991
978,1197-21-3,CC(C)(CC1=CC=CC=C1)N.Cl,2.274157849
979,119798-44-6,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OCC,4.301029996
980,119851-28-4,CC(=O)C1=C(C=C(C=C1)OC2=CC=C(C=C2)Cl)Cl,3.301029996
981,1199-85-5,CC(CC1=CC=C(C=C1)Cl)NC,2.041392685
982,120-07-0,C1=CC=C(C=C1)N(CCO)CCO,2.991226076
983,120-11-6,C/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,3.69019608
984,120-18-3,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,3.64738297
985,120-21-8,CCN(CC)C1=CC=C(C=C1)C=O,3.806179974
986,120-23-0,C1=CC=C2C=C(C=CC2=C1)OCC(=O)O,2.77815125
987,120-34-3,CC1=C(C=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N)C,3.447158031
988,120-35-4,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N,3.301029996
989,120-36-5,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,2.934372184
990,120-40-1,CCCCCCCCCCCC(=O)N(CCO)CCO,3.431363764
991,120-45-6,CCC(=O)OC(C)C1=CC=CC=C1,3.716003344
992,120-46-7,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,3.301029996
993,120-47-8,CCOC(=O)C1=CC=C(C=C1)O,3.787696568
994,120-50-3,CC(C)COC(=O)C1=CC=CC=C1,3.748188027
995,120-51-4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,3.283301229
996,120-55-8,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,3.585404324
997,120-58-1,C/C=C/C1=CC2=C(C=C1)OCO2,3.120573931
998,120-62-7,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,3.301029996
999,120-67-2,C1=CC(=C(C=C1Cl)Cl)OCCO,3.149219113
1000,120-72-9,C1=CC=C2C(=C1)C=CN2,3
1001,120-80-9,C1=CC=C(C(=C1)O)O,2.447158031
1002,120-82-1,C1=CC(=C(C=C1Cl)Cl)Cl,2.925827575
1003,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,3.294686624
1004,120-95-6,CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,2.51851394
1005,120-97-8,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,4.003029471
1006,12002-53-8,CC1CC(CCC1C(=O)OC(C)(C)C)Cl,3.658583715
1007,12002-54-9,Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,2.944482672
1008,120068-36-2,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F,2.264817823
1009,120068-37-3,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,2.954242509
1010,120116-88-3,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,3.698970004
1011,120162-55-2,CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC,3.698970004
1012,12069-32-8,B12B3C14B2B43,3.301029996
1013,12069-69-1,C(=O)([O-])[O-].[OH-].[OH-].[Cu+2].[Cu+2],3.012837225
1014,1209-98-9,CCNC1C2CCC(C2)C1C3=CC=CC=C3,1.919078092
1015,120923-37-7,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,3.698970004
1016,121-00-6,CC(C)(C)C1=C(C=CC(=C1)OC)O,3.538448052
1017,121-06-2,CC1=C(C(=CC=C1)C)OP(=O)(OC2=C(C=CC=C2C)C)OC3=C(C=CC=C3C)C,4.198657087
1018,121-14-2,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],2.706006174
1019,121-17-5,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,3.031408464
1020,121-20-0,C/C=C\CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C,3.230448921
1021,121-21-1,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)C/C=C\C=C,3.086359831
1022,121-29-9,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C,3.033423755
1023,121-33-5,COC1=C(C=CC(=C1)C=O)O,3.485579477
1024,121-39-1,CCOC(=O)C1C(O1)C2=CC=CC=C2,3.361727836
1025,121-43-7,B(OC)(OC)OC,3.609594409
1026,121-44-8,CCN(CC)CC,2.86923172
1027,121-45-9,COP(OC)OC,3.391993072
1028,121-60-8,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl,3.505149978
1029,121-69-7,CN(C)C1=CC=CC=C1,3.086478474
1030,121-73-3,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],2.598425707
1031,121-75-5,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,3.245697697
1032,121-81-3,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,3.096910013
1033,121-82-4,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.156851901
1034,121-87-9,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,3.888927955
1035,121-88-0,C1=CC(=C(C=C1[N+](=O)[O-])O)N,3.511883361
1036,121-89-1,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],3.511883361
1037,121-91-5,C1=CC(=CC(=C1)C(=O)O)C(=O)O,4.012837225
1038,1210-05-5,C1=CC=C(C(=C1)C=O)C2=CC=CC=C2C=O,3.451786436
1039,1211-28-5,CCCC(CC1=CC=CC=C1)N2CCCC2.Cl,2.444044796
1040,121158-58-5,CCC(C)C(C)C(C)CCc1ccc(O)cc1,3.33243846
1041,1212-29-9,C1CCC(CC1)NC(=S)NC2CCCCC2,2.698970004
1042,12122-67-7,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],3.547159121
1043,1214-39-7,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,3.23363058
1044,121451-02-3,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,3.698970004
1045,121489-04-1,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=C3C(=CC=C2)OCO3)C(=O)OCCN(C)CC4=CC=C(C=C4)F.Cl,1.806179974
1046,1215-83-4,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O.Cl,2.904174368
1047,121518-45-4,CCC1=C(C=CC(=C1Cl)O)Cl,3.354684554
1048,121552-61-2,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,3.62838893
1049,121625-72-7,CC1=C(C2=C(N1CC(C)C)CC(CC2=O)(C)C)CC(=O)O,3.477121255
1050,121652-76-4,CCCCCCCNC(=O)OC1=CC2=C(C=C1)N([C@@H]3[C@]2(CCN3C)C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1.399673721
1051,121771-84-4,C1CN2CCN=C2CC3=CC=CC=C31.OS(=O)(=O)O,1.77815125
1052,121776-33-8,CC1(N(CC(O1)C2=CC=CO2)C(=O)C(Cl)Cl)C,3.281033367
1053,1218-35-5,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,2.361727836
1054,121808-62-6,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,3.903089987
1055,122-00-9,CC1=CC=C(C=C1)C(=O)C,3.146128036
1056,122-01-0,C1=CC(=CC=C1C(=O)Cl)Cl,3.505602133
1057,122-04-3,C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],3.748188027
1058,122-09-8,CC(C)(CC1=CC=CC=C1)N,2.477844476
1059,122-10-1,COC(=O)CC(=CC(=O)OC)OP(=O)(OC)OC,1.491361694
1060,122-14-5,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],2.857332496
1061,122-15-6,CC1(CC(=CC(=O)C1)OC(=O)N(C)C)C,2.079181246
1062,122-31-6,CCOC(CC(OCC)OCC)OCC,3.206825876
1063,122-32-7,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,3.301029996
1064,122-34-9,CCNC1=NC(=NC(=N1)Cl)NCC,4.059570991
1065,122-39-4,C1=CC=C(C=C1)NC2=CC=CC=C2,3.193124598
1066,122-42-9,CC(C)OC(=O)NC1=CC=CC=C1,3.478999132
1067,122-43-0,CCCCOC(=O)CC1=CC=CC=C1,3.698970004
1068,122-48-5,CC(=O)CCC1=CC(=C(C=C1)O)OC,3.411619706
1069,122-51-0,CCOC(OCC)OCC,3.848804701
1070,122-52-1,CCOP(OCC)OCC,3.333447274
1071,122-57-6,CC(=O)/C=C/C1=CC=CC=C1,3.307709923
1072,122-59-8,C1=CC=C(C=C1)OCC(=O)O,3.176091259
1073,122-60-1,C1C(O1)COC2=CC=CC=C2,3.548594129
1074,122-62-3,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,3.658964843
1075,122-63-4,CCC(=O)OCC1=CC=CC=C1,3.618048097
1076,122-68-9,C1=CC=C(C=C1)CCCOC(=O)/C=C/C2=CC=CC=C2,3.698970004
1077,122-69-0,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,3.62324929
1078,122-78-1,C1=CC=C(C=C1)CC=O,3.190331698
1079,122-82-7,CCOC1=CC=C(C=C1)NC(=O)CC(=O)C,2.245512668
1080,122-84-9,CC(=O)CC1=CC=C(C=C1)OC,3.522444234
1081,122-88-3,C1=CC(=CC=C1OCC(=O)O)Cl,2.929418926
1082,122-99-6,C1=CC=C(C=C1)OCCO,3.517813479
1083,1220-83-3,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4
1084,1220-94-6,CNC1=C2C(=C(C=C1)N)C(=O)C3=CC=CC=C3C2=O,3.698970004
1085,122005-23-6,C1(C(C(=C(Cl)Cl)C(C1(Cl)Cl)(C(Cl)Cl)O)(Cl)Cl)O,2.698970004
1086,122006-32-0,C(=O)C1=C(C(C(C1(Cl)Cl)O)(Cl)Cl)C(Cl)(Cl)Cl,2.698970004
1087,122008-78-0,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,3.698970004
1088,122008-78-0,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,3.207365037
1089,122008-85-9,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,3.698970004
1090,122022-77-9,C1(C(C(=C(Cl)Cl)C2(C1(Cl)Cl)C(O2)Cl)(Cl)Cl)O,2.477121255
1091,122089-28-5,C1(C(C(=C(Cl)Cl)C2(C1(Cl)Cl)C(O2)Cl)(Cl)Cl)O,2.698970004
1092,1221-56-3,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)[O-])I)I.[Na+],3.397940009
1093,122185-09-5,CO[Si](CCCCCCCCCC[Si](OC)(OC)OC)(OC)OC,3.342422681
1094,1222-05-5,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,3.683047038
1095,1222-57-7,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2,3.56937391
1096,12222-78-5,C1=CC(=CC=C1C2=CC(=C3C(=C2N)C(=O)C4=C(C=CC(=C4C3=O)N)O)O)O,3.804820679
