,smiles,pre_LogLD,origin
263,COP(=O)(OC)O/C(=C\Br)/C1=C(C=C(C=C1)Cl)Cl,2.2592244636696774,2.352182518
264,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,2.9954534676825237,3.64292594
265,C=CNC=O,3.1460350873245693,3.105850674
266,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,2.9422940598586167,2.973127854
267,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,2.606620748537954,2.716003344
268,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31,2.780965768630691,2.158362492
269,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)[O-].[Na+],3.610945372672326,3.247973266
270,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,2.8181485878853105,2.86923172
271,CC(C)(C)C(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,2.966712456741388,2.658011397
272,CC(C)C(OCCO)C(C)C,3.703573200346959,3.029383778
273,C1=NC2=C(C(=O)N1)NC(=O)N2,3.001904847407122,3.245265839
274,CS(=O)(=O)C1=CC(=C(C=C1)N)Cl,3.2522102623961526,3.977723605
275,CCN(C=C)N=O,2.942937276499754,1.944482672
276,CCCCCC(O)=O.C1CCC(CC1)NC2CCCCC2,3.6850208208589175,3.411619706
277,CCOP(=S)(OCC)SCC1=CC(=CC=C1)[N+](=O)[O-],1.430041531251027,2.397940009
278,COC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC,3.2769930956659725,4.0
279,C1=CC(=C(C=C1Cl)Cl)C(=O)OOC(=O)C2=C(C=C(C=C2)Cl)Cl,3.2600767373104755,3.397940009
280,CCN(CC)NNCCCO,3.5786466781687367,3.571708832
281,CC(COC1=C(C=C(C=C1)Cl)Cl)C(=O)O,3.0434972895250665,2.903089987
282,CC1=NC=C(C(=C1O)CS)CS.Cl,3.086036233897274,2.739572344
283,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,3.4100409633340925,3.544068044
284,CC1=CC=CC=C1CC2=CC=CC=C2C,3.334203724987419,3.579783597
285,CCCCNCC,2.687078535751523,2.544068044
286,C[NH2+]C.C1=CC=C(C(=C1)C(=O)[O-])Cl,3.247015825189309,3.056904851
287,C1=CC(=O)N(C=C1)C2=CC=CC(=C2)N,3.032544321376097,3.361727836
288,CCC(C1=CC=CC=C1)C(=O)NC(=O)NC(=O)C,3.2708349205509744,3.39497672
289,CC1=CCC2C(C1)C2(C)C,3.7181516279160025,3.681241237
290,[Cl-].C1CCC(CC1)c2ccc3n4CCNC5CCCc(c3c2)c45.[H+],2.832273867403623,3.487421211
291,C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],3.067426454834136,3.209515015
292,CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,3.3222473003678874,3.718501689
293,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,3.29696832394169,3.62324929
294,CCCCCCCC1CCCC1=O,3.71079898015749,3.698970004
295,COC(=O)C(=C)C#N,3.016942174117135,3.329058719
296,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,3.0592672550709734,2.501059262
297,CC(C)CC(=O)C(=O)C,3.470287914000563,3.698970004
298,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NC2=CC=CC=C2,3.4631368075492435,3.602059991
299,C/C(=C(\C(=O)NC)/N=NC1=C(C(=CC=C1)Cl)Cl)/O,3.127338894627747,3.301029996
300,CNC(=O)OC1=CC=C(C=C1)CCC#N,2.887734758568585,2.792391689
301,C1=CC(=CC=C1OC2=CC(=NC=N2)SCC(=O)NN)Cl,2.9943903486715726,2.903089987
302,CCCCOC(=O)C(C)O,3.7007153005614,3.698970004
303,C1=CC(=CC=C1C(=O)O)NC(=O)CCN2C=NC3=C2N=CNC3=O,3.2798536952658783,3.477121255
304,CC(=C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C,3.697845644200755,4.047780925
305,CC(C)CNC(=O)OCC(C1COC2=CC=CC=C2O1)O,3.1841114693837422,3.176091259
306,CCCSC(=O)Cl,2.736433044401,3.052693942
307,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,3.480005231783272,3.806179974
308,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCO)CC(=O)[O-].[Na+].[Na+].[Na+],3.783820971982055,4.0
309,CC1C(C2CCC3=CN=CN=C3C2C1(C)C)(C)C,3.1972150729669906,3.06069784
310,C1=CC(=CC=C1C(Cl)Cl)Cl,3.34588484521046,3.298853076
311,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,3.075200371894088,3.301029996
312,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,3.190041402908289,3.698970004
313,C1N(CN(CN1N=O)N=O)N=O,2.5771340482042207,2.204119983
314,C1=CC(=CC(=C1)C(F)(F)F)/C(=N/NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N,3.161224378486102,3.660051938
315,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,3.089985242620361,3.591064607
316,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.829616553630203,3.549820373
317,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,3.060042992917548,2.989449818
318,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,3.2999178687254047,3.903089987
319,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,3.6918304693778383,3.698970004
320,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,3.5941395959988625,3.819543936
321,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,3.2509066939314377,4.176091259
322,CC1=C(C=CC(=C1)OP(=O)(OC)OC)S(=O)(=O)C,0.719669093181667,1.477121255
323,CCC(=O)OCCC(C)CCC=C(C)C,3.718551002133808,3.698970004
324,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,3.9482647854416077,3.740362689
325,CC(=CCC/C(=C/C=O)/C)C,3.76174801757732,2.698970004
326,C(CC=O)CC(C=O)O,3.4303052299363848,4.230448921
327,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,1.7328251605535128,1.16879202
328,CC1CNCC(O1)C,3.0752137460931968,3.451786436
329,CCOC(=O)CC(=O)C,4.063813315715453,3.955527405
330,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C.O,3.1500790113919632,4.176091259
331,C(=C/SC#N)\SC#N,2.66745849964863,1.886490725
332,CCCCC1=C(C2=C(O1)C=CC(=C2)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)O,3.102681554951134,3.301029996
333,CCCCCCCCCCCC(=O)OCC(C)O,4.004796458211514,4.539076099
334,C/C=C/C=C/C=O,3.2744046777150237,2.477121255
335,C/C(=C/C(=O)OC)/N,3.4937649549183534,3.245512668
336,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,3.3503881160101647,4.0
337,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)O,3.6135404923495384,3.150449409
338,CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O.CS(=O)(=O)O,2.9783823562555356,1.113943352
339,C1=CC=C(C=C1)S(=O)(=O)CC(C#N)Cl,3.1741361952735208,2.73239376
340,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,3.4827162834348546,3.17838077
341,CCOC(=O)/C(=C/C1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)/Cl,3.305056331338426,3.342422681
342,CCCCCCCCCOC(=O)C,3.9331967929380167,3.698970004
343,CCCCOC(=O)CSCSCC(=O)OCCCC,3.63124038504957,3.795880017
344,B(C1=CC(=C(C(=C1)F)F)F)(O)O,3.168027963815745,3.06069784
345,CCCCSC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC,2.6555824729081867,2.167317335
346,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C.[Na+],3.1535154349915167,3.574609941
347,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],3.098012647022311,3.648360011
348,CCOC(=O)N1CCC=C(C1)/C=N/OC,3.382802195625039,2.301029996
349,CSC(=N)N.OS(=O)(=O)O,3.056711915971028,2.903089987
350,CC(C)(CO)C1OCC2(CO1)COC(OC2)C(C)(C)CO,3.8211692264851593,3.397940009
351,CCCCOP(=O)(OCCCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,2.6909009496786935,1.799340549
352,C(CC(CO)O)CO,3.8687637189161626,3.892094603
353,C1=CC=C(C=C1)C2C(=O)C3=C(C2=O)C(=CC=C3)Br,3.1300050768911154,2.872156273
354,C1CC2=C(C1)C=C(C=C2)O,3.1892143294866564,3.511883361
355,CCCCCCOC1=CC(=C(C=C1)C2=NC(=NC(=N2)C3=CC=CC=C3)C4=CC=CC=C4)O,3.3958484598619987,3.301029996
356,C1=CC2=C(C=C1Br)NC(=O)O2,3.1468638817756966,3.021189299
357,C1=CC2=C(C=C1N)NC(=O)O2,3.151670675779955,3.0
358,CCOP(=O)(OCC)SCSC1=C(C=CC(=C1)Cl)Cl,1.155987152507577,1.579783597
359,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCCCl)OCCCCCl)Cl,2.644621277830512,2.0
360,CS(=O)(=O)C1=CC=C(C=C1)O,3.206998523752144,3.499687083
361,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,3.090323187599449,4.079181246
362,C(C(Cl)Cl)(S(=O)C(C(Cl)Cl)Cl)Cl,3.089565804090455,1.875061263
363,C1=CC2=C(C(=C1)O)N=CC=C2,3.2354842271051116,3.079181246
364,C1=CC=C(C=C1)/[N+](=N/O)/[O-],2.9239142127670736,2.69019608
365,CCOP(=S)(OCC)O/N=C(/C#N)\C1=CC=CC=C1Cl,1.5080384046384179,3.698970004
366,C[C@H]([C@H](C1=CC=CC=C1)O)N,2.889852630042278,3.173186268
367,CC(C)C1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,3.1066302779845127,3.176091259
368,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,3.104779540836901,3.301029996
369,CCCC1=C(C2=NC(=O)NN2C(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.783087892372306,2.477121255
370,CCSP(=O)(SCC)SCC,1.5623169824410135,2.301029996
371,C1=CC=C2C(=C1)NC(=S)S2,3.473866282322273,2.0
372,C[Si](C1=CC=CC=C1)(Cl)Cl,3.128525102751615,3.041392685
373,CC1=C(C(CCC1)(C)C)C=CC(=O)C,3.3796273059301365,3.661812686
374,C/[N+](=N/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/[O-],3.889761114958833,2.431363764
375,CCOP(=O)(OCC)ON1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O,2.0616687709367345,1.84509804
376,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,1.769666809854733,-0.096910013
377,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=CC=C2,3.371892573105498,2.698970004
378,C1=CC2=C(C(=C1)S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=CC=C3S(=O)(=O)[O-].[K+].[K+],3.952663856430135,4.176091259
379,CCCCCCCCC=CCCCCCCCCCCCC(=O)NCCCN(C)C,3.4389671731806777,3.301029996
380,CCCCSP(SCCCC)SCCCC,2.4172121332652656,3.089316237
381,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,3.784834741684785,3.698970004
382,CC1=CC(=C(C=C1)C(C)C)OP(=S)(OC)OC,2.7751713019077195,2.875061263
383,C/C=C/C1=CC(=C(C=C1)OP(=S)(OC)OC)OC,2.9965259219216693,2.397940009
384,CCCCCCCCCCCCOS(=O)(=O)O,3.3881524202470463,3.113943352
385,CN(C)[Si](N(C)C)N(C)C,2.9142096942866926,2.773786445
386,CCCC1=NC2=CC=NN2C(=C1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)N,2.620260793268621,2.477121255
387,C/C=C/C=C/C#N,2.272860407505353,2.852479994
388,C[C@H](C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,2.8002435279557085,2.84260924
389,CCN(CC)C[Si](OCC)(OCC)OCC,3.5443735951075706,3.477121255
390,CN(C)P(=O)(N(C)C)OP(=O)(N(C)C)N(C)C,1.762277222335064,1.255272505
391,COP(=O)(OC)SC,1.4296904518868025,1.176091259
392,COC(=O)C(=O)C1=CC=CC=C1,3.4003642617676344,3.924279286
393,C1=CC=C2C(=C1)[N-]N=N2.[Na+],3.2521478651248605,3.06069784
394,C(C(CBr)(CBr)CBr)O,3.3632603726352945,3.301029996
395,CC=C.CC=C.CC=C.CC=C.CC=C,3.109323754641193,3.698970004
396,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,2.867792994863857,3.516376699
397,C1=CC=C(C=C1)N(C2=C(C=CC=C2Cl)Cl)C(=O)CCl,2.9612574413388733,3.698970004
398,C1CCC(CC1)C(=O)OC2CCC(CC2)N3CCCCC3,3.4665718536551027,3.397940009
399,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NCCCCCCCCN4CCN(CC4)C)C)C,1.3743877242428735,1.442479769
400,CCN(CC)CCCCCCCCCCNC(=O)OC1=CC2=C(C=C1)N([C@@H]3[C@]2(CCN3C)C)C,1.2812074182995066,1.149219113
401,CC(C)(C1=CC=C(C=C1)Br)C(=O)OC,3.4852324633988268,3.301029996
402,C1[C@H]2[C@@]1(C(=O)NC2=O)C3=CC=C(C=C3)Cl,3.2639303382066283,3.190331698
403,CC(C)(C)C1CCC(CC1)OC(=O)OOC(=O)OC2CCC(CC2)C(C)(C)C,3.5450852699775606,3.698970004
404,CCCCCCOCCOCCOCC,3.499789835323236,3.691965103
405,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)NC)OC)OC)\C)C.C1=CC=C(C=C1)C(=O)O,3.000803044572539,3.445396606
406,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,3.3046461912613654,3.698970004
407,CC1CC2=C(O1)C(=CC=C2)OC(=O)NC,2.0240122230895152,1.633468456
408,CC(=O)OC(C=C)C#N,3.2406637586565954,1.514104821
409,CN1CCCN=C1/C=C/C2=CC=CS2,2.343459885863525,2.230448921
410,C(CCN)CC(CCCN)CN,3.376556812140431,2.880813592
411,NCCO.Nc1ccc(cc1)[S](O)(=O)=O,3.5354138487685525,3.730782276
412,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCN(C)C3CCCCC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,3.137860090137929,3.459392488
413,C1=C(C=NN1)Cl,3.4547341767166904,2.721810615
414,COCCCO,3.9168467200350237,3.756636108
415,C1=CC=C2C(=C1)C(=CN2C(=O)C3=CC=C(C=C3)Cl)CC4=NNN=N4,3.1137175113785522,3.079181246
416,CC1=C(N=CC=C1)N,2.36524685992522,2.0
417,CN(C)C(=NC#N)N,3.3142340542007505,3.584331224
418,CC(C)(C)C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)C5=CC=CC=C5,3.4775817776222078,3.698970004
419,CCOC(=O)C1=C(N=C(S1)C2=CC(=C(C=C2)OCC(C)C)C=O)C,3.4229157802091343,3.301029996
420,CC=C1CC2CC1C=C2,3.2616742811553436,3.514348489
421,CCOP(=O)(O)O,2.481722661273013,3.204119983
422,CCOC(=O)N1CC=CC2=CC=CC=C21,3.111560762710317,2.290034611
423,C=CCN(CC=C)N=O,2.511601588779538,2.903089987
424,CN(CCCl)N=O,1.7681047491969863,1.342422681
425,CC(=O)CC(C)(C)N(C)N=O,2.4081779069679814,3.322219295
426,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,1.8882936785202062,2.198657087
427,CC(C)(/C=N/OC(=O)NC)S(=O)C,0.05389697307522634,-0.30980392
428,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C,0.2033349794678103,1.301029996
429,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,2.605135079592527,2.389166084
430,CC(C=C)C#N,2.428688935288704,2.641143471
431,C1CN(CCC1C2=CC=CC=C2)C(=O)N,3.2525132234444847,2.897627091
432,C1=CC(=C(C=C1[N+](=O)[O-])C#N)Cl,3.1704966606434737,3.505149978
433,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,2.1938834464346404,2.167317335
434,CCCCOP(=O)(C)CCC(C#N)OC(=O)C,3.576913742726538,2.423245874
435,CC1(C(=O)C2=C(O1)C(=CC=C2)OC(=O)NC)C,1.5447077927229487,2.469822016
436,CCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.2620697388424786,2.477121255
437,CC1=C(C(=NC2=NC=NN12)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.61335248638925,2.477121255
438,CCCC1=C(C(=NC2=NC=NN12)N=[N+]=[N-])CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.68792854050397,2.477121255
439,CCCC1=C(C(=NC2=NC=NN12)N(CC)CC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.5847189671867623,2.477121255
440,CCCC1=C(C(=O)NC2=NC(=NN12)SC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.5192384982476614,2.477121255
441,CCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=C(C=CC=N4)C5=NNN=N5,2.771129329790295,2.477121255
442,CCCCC1=C(C(=O)NC2=NC(=NN12)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.644144980723559,2.477121255
443,COCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.523220239735704,2.477121255
444,CCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.408075975047716,2.477121255
445,CCCC1=C(C(=O)NC2=NC(=NN12)N(CC)CC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2.5394612204683353,2.477121255
446,C1=CC2=C(C=C1F)N=C(O2)N,2.5485160076049764,3.0
447,CNC(=O)O/N=C(/C1=CC=C(C=C1)Cl)\SC,0.11945157205684079,2.826074803
448,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)Cl,3.4147222387669482,3.401400541
449,CCC1(C(=O)NC(=O)NC1=O)C(C)/C=C/C,2.6854979936099395,1.301029996
450,CC1C(OCCN1)C2=CC=CC=C2.Cl,2.4783761533960416,2.217483944
451,CCN(CC)CCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-].Cl.Cl,1.9831910364783754,1.625312451
452,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],3.577395374578072,3.698970004
453,CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)Cl,1.8572681743080093,1.414973348
454,CCOP(=S)(OCC)OC1=CC(=C(C=C1)SC)C,1.3699574643231194,1.146128036
455,CC(F)(Cl)Cl,3.803630586455302,3.698970004
456,CC(=O)CNC(C)(C)CC1=CC=C(C=C1)Cl,2.529234886108904,2.397940009
457,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,2.678414684702693,2.290034611
458,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,3.094464391272159,4.230448921
459,CCN1/C(=C/C(=O)OCC)/SC(C1=O)N2CCCCC2,3.558041088656635,3.512684396
460,CC1=C(C(=CC=C1)C)CCNC(=O)N,3.2407539729269104,3.176091259
461,CC1=CC(=C(C=C1)C)CCNC(=O)N,3.2018568194657333,3.361727836
462,CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,3.767655098304108,3.647431874
463,C/C=C(\C)/C(=O)OC(C)C,3.6884880393395245,3.698970004
464,CC1=NN(C(=O)C1C=O)C2=CC=CC=C2,3.3063405111963204,2.854913022
465,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,3.109725519089671,3.452297671
466,CC1=CSC2=C1C=CC=C2Cl,3.010490308590877,2.477121255
467,C1=CC=C2C(=C1)C=CC=C2CC(=S)N,2.286119704707939,1.77815125
468,CCOP(=O)(C1=CC=CC=C1)OCC,2.1500290075897337,2.653212514
469,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,3.162539528342603,2.991226076
470,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,2.879571894753498,2.525044807
471,CCCCCCCCOC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C(C)(C)C.[Br-],2.6693142833649355,2.397940009
472,CCN(CC)C1=CC(=C(C=C1)C=O)O,3.1084918770878343,3.354492601
473,C[N+](C)(C)CCO.[I-],3.6458001292821787,3.822168079
474,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C.Cl,2.713542717363794,2.322219295
475,CC1=C(C=CC(=C1Cl)O)Cl,3.303657046370802,3.505149978
476,C1=CC=C(C=C1)[P+](=O)O,3.048872215401232,3.128722284
477,CCCCCCCCC1=CC=C(C=C1)C(C[N+]2=CC=CC=C2)OCCCC.[Br-],2.541304189865155,2.397940009
478,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,2.876550484858795,2.910090546
479,CC1=CCOC(C1)C=C(C)C,3.167905829217441,3.698970004
480,CO[Si](C)(C1CCCCC1)OC,3.58655936162817,3.537693194
481,[2H]C([2H])([2H])[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],2.867906042713311,2.071882007
482,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)SC3=NC4=CC=CC=C4S3,3.054986196327387,3.698970004
483,CCCCO[P+](=O)OCCCC,3.624525847888888,3.64607682
484,CO[Si](C)(CCCCl)OC,2.753541783438299,3.041392685
485,CC(=O)C1=C(O)N2[C@@H]([C@@H]3[C@@H](Cc4cccc5[nH]cc3c45)C2(C)C)C1=O,2.7544249807810184,1.556302501
486,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)[NH-].[Na+],3.6022828771320743,3.0
487,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=C/C(=O)O)\C(=O)O,3.1504880596717206,3.0
488,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,3.5917565788042713,4.0
489,CCP(=S)(OC)SCSCSP(=S)(CC)OC,0.8656924299591423,0.591064607
490,C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl,3.4653258416213486,3.397940009
491,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,3.336300815910753,3.346695189
492,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],3.7539355359900295,4.041392685
493,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],3.7266415592334052,2.84509804
494,CC1CCC(C(C1)OP(=S)(OC)OC)C(C)C,2.5310538082533784,2.875061263
495,C1=CC=C(C=C1)C(=O)SC(=O)C2=CC=CC=C2,3.0454794046497216,3.698970004
496,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC,3.7656700231211215,3.427810573
497,C1=CC(=CC(=C1)Cl)SCC2=NNN=N2,2.9582007256792653,3.342422681
498,[Cl-].COc1cc(CC2[NH2+]CCc3cc(O)c(O)cc23)cc(OC)c1OC,3.301245695116487,3.301029996
499,CCOP(=S)(CC)SCOC1=C(C=C(C=C1)Cl)Cl,1.7865955153059434,2.049218023
500,CCCOP(=O)(C1=CC=CC=C1)OCC#C,2.5368018035559183,2.558708571
501,C(C(=O)O)C(CC(=O)[O-])(C(=O)[O-])O.[Co+2],3.721605151040596,2.698970004
502,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,3.7466158381845873,3.698970004
503,C1CC1CN2C3=C(C=C(C=C3)Cl)C(=NC(C2=O)O)C4=CC=CC=C4,3.394171471244897,3.602059991
504,CCCC/C=C/C=O,3.410682270658964,3.113943352
505,CC(=C)C(=O)OCCCl,1.883996585374409,2.301029996
506,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C.Cl,2.8663168722945107,2.0
507,C1(=C(C(=O)C(=C(Cl)Cl)C1=O)Cl)Cl,3.2740075474407795,3.361727836
508,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,3.04376655323048,3.579017191
509,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],3.3124300157278577,4.0
510,CCCCC(CC)COC(=O)CCCCCCCCCCC(=O)OCC(CC)CCCC,3.5845519245682635,4.33243846
511,CCCCCCOC(=O)/C=C/C,4.104668174805103,3.698970004
512,CCNC1=NC(=NC(=N1)Cl)N(CC)CC,3.2956447158297113,2.773786445
513,C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O,3.623781437190443,3.698970004
